gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
SLCO4A1	10.076242850686441	2.6499287296496483	28.597098379701304	3.824584941449429e-18	6.942004127224858e-14	28.880559891538923
PMEPA1	7.88668626187156	4.487472881695206	22.72991507544936	3.8822358673764233e-16	3.523323161437473e-12	26.616531345218014
BIRC3	2.7743653079636967	8.581675795639882	18.87116726712943	1.5504849293872732e-14	9.380950651102798e-11	23.44614617137772
SLC1A5	3.687269087743724	5.95536481209089	17.568979796327596	6.282991754002847e-14	2.8510645831726416e-10	22.057701160490176
TOB2	2.9590698037441756	6.969504989969966	16.17704616736453	3.1131121183162116e-13	1.1301219611911511e-09	20.493569909768233
CREM	3.0610156482448483	10.393200512000485	15.587399985138394	6.357789680739859e-13	1.910711805302065e-09	19.785261124661243
LDLRAD4	4.989687695943845	7.414204498590291	15.330298871332278	8.743017965599082e-13	1.910711805302065e-09	19.46764279987706
NAMPT	3.053015488399841	7.838455525678341	15.310084114937174	8.966496313192217e-13	1.910711805302065e-09	19.44227543302843
RGCC	4.3398936067115415	8.816456169498192	15.266059974090677	9.47408200524411e-13	1.910711805302065e-09	19.387667804855514
TGIF2	2.6016988955068374	6.397365442591555	15.027374245411176	1.2800149295637234e-12	2.31169727572502e-09	19.09032771114266
IRF4	4.177378532764957	6.839285702412092	14.956374972481658	1.4009514645460426e-12	2.31169727572502e-09	18.99894607174759
NR4A1	4.63950201402249	5.996934161693305	14.799388386718153	1.7126660233429189e-12	2.5905500824747766e-09	18.802192111538833
CXCL1	9.164197443469996	2.908856209138685	14.697436862195092	1.9532152669073998e-12	2.7166519499011047e-09	18.376645528671993
CKS2	3.4680419152268214	6.2519987491045566	14.643178077751328	2.095373659777173e-12	2.7166519499011047e-09	18.60049757991566
IL1RN	9.595554313821093	2.3637215289723477	14.533122236843434	2.4179043027448023e-12	2.8132003865491585e-09	18.021894994286107
FAM167A	6.262802282109071	0.9637687313637913	14.509524482062723	2.4935717654592767e-12	2.8132003865491585e-09	17.39184816406496
ATG101	2.1716943358694776	5.819759502182853	14.4667602491636	2.637062234495753e-12	2.8132003865491585e-09	18.374114174084593
ATP6V1A	2.259923567420568	6.692368895097948	14.423830894579753	2.7897970887490965e-12	2.8132003865491585e-09	18.31230525145645
CTNNAL1	3.378450069362608	4.5601476211611685	14.338960299008868	3.1195497439000655e-12	2.9546744548918012e-09	18.187934517180757
SLC16A1	3.0117154885094246	6.2914747544429614	14.27933352681704	3.3753723282289154e-12	2.9546744548918012e-09	18.12498983433725
CCDC47	1.5084142093759887	6.781753465230899	14.269760230765915	3.4184432567201708e-12	2.9546744548918012e-09	18.108689347149852
SMTN	5.284309083200226	2.353557661921832	14.004096031454143	4.873793614571646e-12	4.021101268094997e-09	17.389129510597325
OASL	3.369242045151079	7.813735148099609	13.960922818973378	5.16566038481698e-12	4.076604419339696e-09	17.691943860108083
