gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
JAML	2.8185404019845404	2.991985868607342	16.156885475143397	7.171041393412142e-07	0.008601664151397863	4.81413115096417
CD86	3.098468705771233	2.2958215866709164	13.158980690626429	2.962613027023357e-06	0.013449418972238046	3.59395926044386
IGFLR1	1.389475253010282	5.187110579667238	11.322925201045656	8.266534344215573e-06	0.022008494447628812	4.151218421774553
SAMHD1	1.5312614093786516	6.671017784596565	11.066267004640098	9.656300804588412e-06	0.022008494447628812	4.145324233618031
MPEG1	3.023295372912461	2.0320039298098487	10.853853763150175	1.1008834238080272e-05	0.022008494447628812	2.738162546196465
MS4A6A	1.1683080656688807	4.928416702522722	9.866586638367904	2.0901227722456227e-05	0.02955305024855439	3.3424029932459565
FAM43A	0.9059777918391738	8.222843633263341	9.750524683604123	2.2620746874861135e-05	0.02955305024855439	3.391225120667169
DTX4	2.143207302237514	3.6580753826970986	9.626479726300925	2.463780762697323e-05	0.02955305024855439	2.992876358426468
GLIPR1	1.8607004820098834	2.5219749085779437	9.259048154998705	3.191386073474912e-05	0.03480061450121052	2.412292661807145
CD180	1.2641558672594329	3.387568073300987	8.436545003584948	5.890303119137014e-05	0.04662669510617334	2.242573180628856
FYB	1.1026318307513696	5.1703348209549835	8.39427959951824	6.0869497098752484e-05	0.04662669510617334	2.4100609435450053
FGL2	1.626459558802372	3.2577885914543354	8.366653714315648	6.219484132545006e-05	0.04662669510617334	2.1708936786169115
LILRB4	0.7919460082627721	6.162113542551406	7.974544939481716	8.499278603572847e-05	0.05996990991168018	2.114476814571926
CTSB	1.031910488560734	5.40157939185696	7.836646805476682	9.514579580332887e-05	0.061148719033716506	1.999384915828748
TIFAB	0.9802554060412882	5.624500550234995	7.815016408054721	9.68591631213517e-05	0.061148719033716506	1.9854499127269944
SLA	0.9276978907176483	6.6968556254760525	7.031156237083583	0.00019029042499342814	0.09542424739079781	1.3175730767038178
